scenario_name,experiment_id,tier,seed,model,bin_low,bin_high,count,mean_pred,mean_outcome,arrivals_per_step,initial_pool,n_steps
A2_time_to_converge__arr3__seed240004__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240004,raw_parimutuel,0.0,0.1,0,0.0,0.0,3,1.0,25
A2_time_to_converge__arr3__seed240004__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240004,raw_parimutuel,0.1,0.2,0,0.0,0.0,3,1.0,25
A2_time_to_converge__arr3__seed240004__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240004,raw_parimutuel,0.2,0.30000000000000004,0,0.0,0.0,3,1.0,25
A2_time_to_converge__arr3__seed240004__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240004,raw_parimutuel,0.30000000000000004,0.4,4,0.3728571428571429,0.25,3,1.0,25
A2_time_to_converge__arr3__seed240004__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240004,raw_parimutuel,0.4,0.5,5,0.42428571428571427,0.6,3,1.0,25
A2_time_to_converge__arr3__seed240004__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240004,raw_parimutuel,0.5,0.6000000000000001,12,0.5496428571428571,0.4166666666666667,3,1.0,25
A2_time_to_converge__arr3__seed240004__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240004,raw_parimutuel,0.6000000000000001,0.7000000000000001,8,0.6219642857142857,0.25,3,1.0,25
A2_time_to_converge__arr3__seed240004__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240004,raw_parimutuel,0.7000000000000001,0.8,1,0.7071428571428572,1.0,3,1.0,25
A2_time_to_converge__arr3__seed240004__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240004,raw_parimutuel,0.8,0.9,0,0.0,0.0,3,1.0,25
A2_time_to_converge__arr3__seed240004__pool1.0__steps25,A2.TIME_TO_CONVERGE,A,240004,raw_parimutuel,0.9,1.0,0,0.0,0.0,3,1.0,25
